classification,item_type,path,paths_json,size_bytes,allocated_bytes,inode_count,file_count,oldest_mtime_utc,newest_mtime_utc,reason
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-05-30-bbeaf4d7f6d50422.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-05-30-bbeaf4d7f6d50422.parquet.manifest.json""]",4774704,4780032,2,2,2026-08-01T11:46:58.046331Z,2026-08-01T11:46:58.051648Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-05-31-6d89bcfc851f842b.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-05-31-6d89bcfc851f842b.parquet.manifest.json""]",4768626,4771840,2,2,2026-08-01T11:47:04.931710Z,2026-08-01T11:47:04.936917Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-02-c45fdd285eca3dab.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-02-c45fdd285eca3dab.parquet.manifest.json""]",5570348,5574656,2,2,2026-08-01T11:47:11.486519Z,2026-08-01T11:47:11.491571Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-03-6f827a5022751b85.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-03-6f827a5022751b85.parquet.manifest.json""]",5623485,5627904,2,2,2026-08-01T11:47:18.071572Z,2026-08-01T11:47:18.076950Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-05-7bea235e2c34f58d.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-05-7bea235e2c34f58d.parquet.manifest.json""]",5607212,5611520,2,2,2026-08-01T11:47:24.787197Z,2026-08-01T11:47:24.792952Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-06-ecbb0a8f2f359376.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-06-ecbb0a8f2f359376.parquet.manifest.json""]",5497438,5500928,2,2,2026-08-01T11:47:32.760399Z,2026-08-01T11:47:32.766111Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-07-2c8dc369a8d13941.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-07-2c8dc369a8d13941.parquet.manifest.json""]",5551227,5554176,2,2,2026-08-01T11:47:39.691180Z,2026-08-01T11:47:39.697749Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-08-269d136b275a2380.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-08-269d136b275a2380.parquet.manifest.json""]",5593643,5595136,2,2,2026-08-01T11:47:46.297841Z,2026-08-01T11:47:46.303555Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-09-1a4ab2545901af0f.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-09-1a4ab2545901af0f.parquet.manifest.json""]",5571077,5574656,2,2,2026-08-01T11:47:52.875616Z,2026-08-01T11:47:52.881251Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-10-f4e14bd9ac25dc8a.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-10-f4e14bd9ac25dc8a.parquet.manifest.json""]",5582280,5586944,2,2,2026-08-01T11:48:00.719956Z,2026-08-01T11:48:00.725687Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-11-d2458009e0630dcd.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-11-d2458009e0630dcd.parquet.manifest.json""]",5530308,5533696,2,2,2026-08-01T11:48:07.992773Z,2026-08-01T11:48:07.998528Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-12-d488419a05da8329.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-12-d488419a05da8329.parquet.manifest.json""]",5430044,5435392,2,2,2026-08-01T11:48:14.586312Z,2026-08-01T11:48:14.592053Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-13-ec5722c7f0411dcf.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-13-ec5722c7f0411dcf.parquet.manifest.json""]",5365918,5369856,2,2,2026-08-01T11:48:21.017986Z,2026-08-01T11:48:21.023424Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-14-db72d6c20a9cfee7.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-14-db72d6c20a9cfee7.parquet.manifest.json""]",5446479,5451776,2,2,2026-08-01T11:48:28.309199Z,2026-08-01T11:48:28.314690Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-15-566eace45a8c900a.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-15-566eace45a8c900a.parquet.manifest.json""]",5574259,5578752,2,2,2026-08-01T11:48:35.613796Z,2026-08-01T11:48:35.619865Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-16-bec9d6a4caa2d03d.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-16-bec9d6a4caa2d03d.parquet.manifest.json""]",5466541,5468160,2,2,2026-08-01T11:48:42.580574Z,2026-08-01T11:48:42.586213Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-17-09f126d9b6a45ba2.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-17-09f126d9b6a45ba2.parquet.manifest.json""]",5507748,5513216,2,2,2026-08-01T11:48:49.621693Z,2026-08-01T11:48:49.627746Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-18-e333bece27c41b0c.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-18-e333bece27c41b0c.parquet.manifest.json""]",5557852,5562368,2,2,2026-08-01T11:48:57.621028Z,2026-08-01T11:48:57.627792Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-19-28a5a6be9da62780.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-19-28a5a6be9da62780.parquet.manifest.json""]",5320460,5324800,2,2,2026-08-01T11:49:05.343783Z,2026-08-01T11:49:05.349171Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-20-7f456b02f660cbe6.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-20-7f456b02f660cbe6.parquet.manifest.json""]",5179749,5181440,2,2,2026-08-01T11:49:12.704529Z,2026-08-01T11:49:12.710521Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-21-a3101180b4fe364a.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-21-a3101180b4fe364a.parquet.manifest.json""]",5231352,5234688,2,2,2026-08-01T11:49:19.889299Z,2026-08-01T11:49:19.894571Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-22-3a67c1920d5ce562.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-22-3a67c1920d5ce562.parquet.manifest.json""]",5463081,5468160,2,2,2026-08-01T11:49:28.011529Z,2026-08-01T11:49:28.017559Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-23-58f12f0237142652.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-23-58f12f0237142652.parquet.manifest.json""]",5430893,5435392,2,2,2026-08-01T11:49:36.169488Z,2026-08-01T11:49:36.176496Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-24-937422cd8c62d583.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-24-937422cd8c62d583.parquet.manifest.json""]",5516237,5521408,2,2,2026-08-01T11:49:44.200830Z,2026-08-01T11:49:44.206998Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-25-452a9552e8e2bc7e.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-25-452a9552e8e2bc7e.parquet.manifest.json""]",5552478,5554176,2,2,2026-08-01T11:49:52.384170Z,2026-08-01T11:49:52.390768Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-26-07ad27fc0a09c2fc.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bitget_out/2026-06-26-07ad27fc0a09c2fc.parquet.manifest.json""]",5535242,5537792,2,2,2026-08-01T11:50:01.173600Z,2026-08-01T11:50:01.179686Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-04-17-2fbf6ecc598ee9ce.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-04-17-2fbf6ecc598ee9ce.parquet.manifest.json""]",5547310,5550080,2,2,2026-08-01T11:45:31.528529Z,2026-08-01T11:45:31.533421Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-04-18-b81f5643ab13cc95.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-04-18-b81f5643ab13cc95.parquet.manifest.json""]",5495540,5500928,2,2,2026-08-01T11:45:36.732243Z,2026-08-01T11:45:36.737200Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-04-19-5b7d80c4f1bc13d7.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-04-19-5b7d80c4f1bc13d7.parquet.manifest.json""]",5484774,5488640,2,2,2026-08-01T11:45:43.671731Z,2026-08-01T11:45:43.676289Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-04-20-7f0e4c01e15e9ecf.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-04-20-7f0e4c01e15e9ecf.parquet.manifest.json""]",5543922,5545984,2,2,2026-08-01T11:45:49.193811Z,2026-08-01T11:45:49.200362Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-04-22-03fdbd4e656775f2.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-04-22-03fdbd4e656775f2.parquet.manifest.json""]",5584568,5586944,2,2,2026-08-01T11:45:55.052629Z,2026-08-01T11:45:55.057433Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-04-23-0363123673e8079f.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-04-23-0363123673e8079f.parquet.manifest.json""]",5553228,5558272,2,2,2026-08-01T11:46:00.850908Z,2026-08-01T11:46:00.857907Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-05-01-50a0941cb093fcb2.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-05-01-50a0941cb093fcb2.parquet.manifest.json""]",5478327,5480448,2,2,2026-08-01T11:46:08.518664Z,2026-08-01T11:46:08.524163Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-05-02-f1fe198b36eaec44.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-05-02-f1fe198b36eaec44.parquet.manifest.json""]",5067408,5070848,2,2,2026-08-01T11:46:14.189798Z,2026-08-01T11:46:14.194028Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-05-03-4638a3b40291473c.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-05-03-4638a3b40291473c.parquet.manifest.json""]",5164928,5169152,2,2,2026-08-01T11:46:19.782257Z,2026-08-01T11:46:19.786196Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-05-04-1361c278098bec09.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-05-04-1361c278098bec09.parquet.manifest.json""]",5534176,5537792,2,2,2026-08-01T11:46:25.547630Z,2026-08-01T11:46:25.552266Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-05-05-32b30060a14c5a17.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-05-05-32b30060a14c5a17.parquet.manifest.json""]",5530583,5533696,2,2,2026-08-01T11:46:33.109701Z,2026-08-01T11:46:33.115146Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-05-06-0a9d2ed8199223c8.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-05-06-0a9d2ed8199223c8.parquet.manifest.json""]",5482025,5484544,2,2,2026-08-01T11:46:39.523138Z,2026-08-01T11:46:39.528748Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-05-13-13fba603bec21323.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-05-13-13fba603bec21323.parquet.manifest.json""]",5402920,5406720,2,2,2026-08-01T11:46:46.053262Z,2026-08-01T11:46:46.058241Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-05-29-a2d019b6c71262ae.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-05-29-a2d019b6c71262ae.parquet.manifest.json""]",5262420,5267456,2,2,2026-08-01T11:46:52.113136Z,2026-08-01T11:46:52.118995Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-05-30-276a99d012113ab9.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-05-30-276a99d012113ab9.parquet.manifest.json""]",4570526,4575232,2,2,2026-08-01T11:46:59.239228Z,2026-08-01T11:46:59.244455Z,candidate token is referenced outside its own payload/manifest; preserve
frozen_historical_referenced,byte_identical_superseded_cross_venue_variant,${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out,"[""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-05-31-03ec54f9ca529b10.parquet"",""${NARROWGATE_CACHE_ROOT}/replay_dag/cross_venue_fair_price_trade_1s_v1/leave_bybit_out/2026-05-31-03ec54f9ca529b10.parquet.manifest.json""]",4537304,4542464,2,2,2026-08-01T11:47:05.219260Z,2026-08-01T11:47:05.224326Z,candidate token is referenced outside its own payload/manifest; preserve
